,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
275376,166502.0,2.02250405927579,0.185167551232475,-1.53519894774097,1.38909533100545,0.35712783073437,-1.1101867020074399,0.5722283068269539,-0.37632374750959,0.29502337838808695,0.26036851283160395,-1.0520471838724301,0.125720032956982,-0.6279598747575,0.582734485439138,-0.43780492500092105,-0.663806912669213,-0.132399188960182,-0.6119010579191301,-0.210761842955481,-0.321073176580409,0.0100504101189645,0.229986675983982,0.0317390281147188,-0.051144094111267996,0.387185730803116,-0.53294854057746,-0.0137391427355684,-0.0606297621155669,9.95,0
30834,36098.0,1.34033975271646,-0.6915851941306679,0.978721599859033,-0.618685022223012,-1.49879170950757,-0.712813474213455,-0.980399459382187,-0.0860820033007841,-0.44655531628793604,0.5907890510946711,-0.270079408738983,-0.47069930805365207,0.627393791780107,-0.506671976981294,1.08306545331682,1.4682168550461001,0.0370094540585617,-0.8865186982916591,0.216984531169349,0.147439432691935,0.3955670274171,1.07193502058873,-0.122265709411999,0.44530514251069797,0.431844724123014,-0.0523480154940691,0.0361339733132347,0.0296951087260271,29.95,0
7761,10820.0,1.16176089988707,-0.196478696963129,1.45258432355104,0.45513759791958897,-1.1421848225274,-0.16910891333124403,-0.8551881315875091,0.0839132655269133,1.98177656806461,-0.536770402287317,2.2222398990742,-1.13642883132757,1.92652946199484,1.12592181612349,-1.23830835313545,0.29168749201702504,0.441577580539495,0.27202964693501397,0.170413038681724,-0.0906501062804425,-0.20018899660650197,-0.155090816112739,0.0834763327057198,0.5556397829340339,0.0475335993185249,0.88895046856463,-0.0594189555284295,0.00294869224156473,6.0,0
248992,154195.0,1.89813020058196,-0.28627954323481203,-0.524827252744588,0.6275429902594539,-0.637400132796363,-0.9690560254328671,-0.181809194239629,-0.121180416612218,0.487504733985174,0.253949417515355,1.33713212411543,1.15099442294719,-0.257607892391576,0.382350064657721,-0.470154365087938,0.11756296854855301,-0.456235605887583,-0.0672222759537864,-0.0667023684736619,-0.187157037868768,0.0666273277737243,0.25485582057776296,0.259945610271037,0.567257769924781,-0.319961586040058,0.169769378727491,-0.0478527717712947,-0.0537695386802676,29.95,0
220687,142269.0,-2.8148529053672897,-3.7916995502475697,-1.4302571038017402,-0.8378351785829592,-0.0558658262678398,-1.6586139036194798,1.0911596577145601,-0.0337565224960367,-1.5996217636580101,-0.45167316372900107,-1.0799375164118898,-0.317769713663469,1.31223917788518,0.30027945858662397,-0.255425452164851,1.1166423901801399,0.0469684177762755,-0.854458907221072,0.0592730079633167,1.95694715143335,1.21785997148728,1.48777506411398,1.25282168170641,-0.0742943269222093,-0.553242104986059,-0.18180398968567002,-0.0477543187715625,-0.16798168514262501,600.0,0
39261,39767.0,1.01277606925683,-0.75669245568985,0.46860588718969204,-0.15581087519888198,-0.306043771344916,1.243996752387,-0.6442781480147349,0.335877993771405,0.8592858450032601,-0.40724234331795,0.0961454479422605,1.4805610423233202,1.20681290954665,-0.602214340455157,-0.7576516472242841,0.14323049922152803,-0.379939346168904,-0.260318683297386,0.8671031938200459,0.234623520984613,-0.16590018081725,-0.403767560261122,-0.179419421707588,-1.2327121652543798,0.21133767238157,1.0241697208218299,-0.0361301294377057,0.00806486248174701,116.68,0
273184,165466.0,-0.344781676651494,1.32606760093951,-0.9187051409331172,-0.89936784707785,1.2240668935316201,0.34222053126527396,0.27330105438063396,-1.4310897214949199,-0.0581473615728816,-0.520053688251095,0.266408432334664,0.238909491918507,-0.392469512715469,-0.7280305307244641,-0.8235404823251461,0.731797920106762,0.0345603622153835,0.524794969356208,0.25734875198592,-0.310055521862438,1.1844341759895,-1.40045780721524,0.209105108176638,-0.35072698181244394,-0.33954760014105795,0.162644243720588,0.292046657959536,0.0790192883664351,6.88,0
278989,168572.0,-0.43312643253690103,-0.623573026119041,1.77998164229561,-1.57159252175098,-0.40380543716153794,0.0923812548067567,-0.469584537541323,-0.0271828104035067,-0.249553995298566,0.41663261600881607,-1.37311253195828,-0.822388787542247,0.257830475527564,-0.718753207479813,1.00420801949747,-0.4682629017566621,-0.9674096424129641,2.06025016756551,-1.45615440687,-0.377827708471121,-0.0586610898458973,0.355095191017914,0.100736091652069,0.5649204817235489,-1.11240081632703,0.4409378676225171,-0.117294347382749,0.0588799673554398,45.9,0
83702,59988.0,-0.9976451933455129,1.2090220580034399,0.87152364869178,-0.0445996959086432,0.01612843232585,-0.271728275962546,0.16988277199174098,0.5924216740523349,-0.77348288322184,-0.502358541848285,1.59388556066255,0.932972415651557,0.235808513048089,0.0419704887683717,0.40678376177096504,0.39748200399452394,0.183660983690738,-0.0744215832811972,-0.150534014238567,-0.0417044819426997,-0.13316500972054301,-0.450403510054745,0.182566506637139,-0.0329563759730111,-0.215084862454506,0.0785687899068838,0.0180418270900459,0.004881425703842529,9.51,0
250348,154856.0,-4.69622249607986,-0.691552567048084,-1.14071267948251,-1.9401945082090601,0.11514250063700199,0.523420498557192,-3.4737502723777505,-7.2574525646404195,0.915111882979905,1.9492778405936,0.627876609517834,0.24917550180852,-0.51500664687564,-0.341446139168902,-0.786105859733452,1.95064228459001,-0.16978715850512602,-0.437634666234385,-0.312455802367338,-2.86821912351283,7.10653277495666,-0.649893195612818,-0.148294463440897,0.738410450864651,-1.9328232647914698,-0.578506591614396,-0.239056329380932,0.325837397130593,0.0,0
156230,107586.0,-0.105024886898925,1.3095032620765499,-0.36517424761642503,-0.39159041094762,1.03309853777075,-0.811985589428152,0.874704569517501,-0.20343167669999201,1.3623389997455502,-0.905523457318262,0.338340679295422,-2.36889642271711,2.12473177684194,0.252603820088583,-1.00955194980058,0.265979470542674,1.05407350024618,-0.00818607052358722,-0.45507612076705106,0.139322382810322,-0.517254085473041,-1.01088748324121,0.116912929251052,0.507026689291215,-0.37083088775190004,0.0782277054922721,0.30058684201809005,0.148576746473039,2.69,0
92712,64061.0,-3.5005648304892896,-2.50232348364238,0.755480265176675,-1.8158879493084699,-1.34887184624843,-0.594196359460134,0.89184673928535,0.32085060613910305,1.5047881639287002,-2.13399124718054,-1.28698224199347,-0.158588542464373,-0.816605461878291,0.0617982476136395,0.994434041301443,0.3665987529433,-0.3961255072043429,0.565888990790526,0.256587322057668,0.145029458772016,-0.008896294975964879,-0.0432473050417566,0.7086310211042101,-0.0946603033405135,0.757181443605442,-0.07218836411351101,0.27617893700273,-0.131275942946463,470.0,0
194549,130643.0,2.0530925352629,0.154676773048632,-1.7905102724248303,0.224877405604791,0.685711164880939,-0.368684114529994,0.12852985791574198,-0.11407437279089801,0.138613398346856,-0.231471661200782,0.996763895667867,1.1449080803846299,0.797323410514027,-0.8179257090031959,-0.557596148503719,0.563248148644447,0.0713956909969995,0.190326052505185,0.44870152063468605,-0.0857780594401196,-0.323443401487535,-0.824085627875201,0.28139712954944,0.20675980264950303,-0.222892709059352,0.169955445682733,-0.0619379228505451,-0.0419481705575028,1.98,0
222147,142844.0,2.0909474766706,0.0883182563655036,-1.9513364169579102,0.289133093405526,0.680733873597406,-0.48458428781797497,0.14680296575177998,-0.15876398881207301,0.578507577186313,-0.379719958190775,-1.06750234958379,-0.18775084361262698,-0.16466292062055898,-0.805971380598352,0.329456065092207,0.435392994792677,0.34730549453688503,-0.17486406955698597,0.189511788865744,-0.15030464039014999,-0.39448211368079,-1.0532651985449202,0.275616840810715,-0.07806234990345699,-0.212881794632532,0.21142375207831196,-0.0637262849756653,-0.0360631462515333,8.98,0
